CHROM,POS,fixed,pcadapt,Allele,Annotation,putative_impact,gene(s),uniprot1_id,uniprot1_gene,uniprot1_protein,uniprot1_url,uniprot2_id,uniprot2_gene,uniprot2_protein,uniprot2_url
Sc0001027,73680,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.60762,P11654,Nup210 Gp210 Pom210,Nuclear pore membrane glycoprotein 210 (Nuclear pore protein gp210) (Nuclear envelope pore membrane protein POM 210) (POM210) (Nucleoporin Nup210) (Pore membrane protein of 210 kDa),https://www.uniprot.org/uniprot/P11654,NA,NA,NA,NA
Sc0001027,73709,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.60762,P11654,Nup210 Gp210 Pom210,Nuclear pore membrane glycoprotein 210 (Nuclear pore protein gp210) (Nuclear envelope pore membrane protein POM 210) (POM210) (Nucleoporin Nup210) (Pore membrane protein of 210 kDa),https://www.uniprot.org/uniprot/P11654,NA,NA,NA,NA
Sc0001028,242190,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.60789-pspe_0.1.m1.60788,Q569B7,Rwdd4 Rwdd4a,RWD domain-containing protein 4,https://www.uniprot.org/uniprot/Q569B7,NA,NA,NA,NA
Sc0001035,52864,,out_BLUvISR;out_REDvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.60920-pspe_0.1.m1.60922,Q4HX89,BTN1 FGRRES_10419 FGSG_10419,Protein BTN1,https://www.uniprot.org/uniprot/Q4HX89,Q6AZB8,harbi1 zgc:91866,Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease),https://www.uniprot.org/uniprot/Q6AZB8
Sc0001036,120056,,out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.60952,P35573,AGL GDE,Glycogen debranching enzyme (Glycogen debrancher) [Includes: 4-alpha-glucanotransferase (EC 2.4.1.25) (Oligo-1,4-1,4-glucantransferase); Amylo-alpha-1,6-glucosidase (Amylo-1,6-glucosidase) (EC 3.2.1.33) (Dextrin 6-alpha-D-glucosidase)],https://www.uniprot.org/uniprot/P35573,NA,NA,NA,NA
Sc0001036,192758,,out_GRNvISR;out_BLUvRED;out_BLUvGRN;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.60946,Q3MSQ8,ddx4 vlg,Probable ATP-dependent RNA helicase DDX4 (EC 3.6.4.13) (DEAD box protein 4) (Vasa homolog),https://www.uniprot.org/uniprot/Q3MSQ8,NA,NA,NA,NA
Sc0001039,125268,,out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.61005,P24155,Thop1,Thimet oligopeptidase (EC 3.4.24.15) (Endo-oligopeptidase A) (Endopeptidase 24.15) (PZ-peptidase) (Soluble metallo-endopeptidase),https://www.uniprot.org/uniprot/P24155,NA,NA,NA,NA
Sc0001040,5497,,out_GRNvISR;out_BLUvISR;out_BLUvRED;out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.61008,NA,NA,NA,NA,NA,NA,NA,NA
Sc0001041,106666,,out_BLUvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.61030,Q9JID6,ACSL1 FACL1 LACS1,Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 1) (LACS 1) (Palmitoyl-CoA ligase) (Phytanate--CoA ligase) (EC 6.2.1.24),https://www.uniprot.org/uniprot/Q9JID6,NA,NA,NA,NA
Sc0001041,137299,,out_REDvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.61030-pspe_0.1.m1.61032,Q9JID6,ACSL1 FACL1 LACS1,Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 1) (LACS 1) (Palmitoyl-CoA ligase) (Phytanate--CoA ligase) (EC 6.2.1.24),https://www.uniprot.org/uniprot/Q9JID6,P33124,Acsl6 Acs2 Facl6,Long-chain-fatty-acid--CoA ligase 6 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 6) (LACS 6) (Long-chain-fatty-acid--CoA ligase, brain isozyme),https://www.uniprot.org/uniprot/P33124
Sc0001041,219007,,out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.61026,Q3UQI9,Mindy4 Fam188b,Probable ubiquitin carboxyl-terminal hydrolase MINDY-4 (EC 3.4.19.12) (Probable deubiquitinating enzyme MINDY-4),https://www.uniprot.org/uniprot/Q3UQI9,NA,NA,NA,NA
Sc0001042,111251,,out_BLUvRED;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.61052,P24046,GABRR1,Gamma-aminobutyric acid receptor subunit rho-1 (GABA(A) receptor subunit rho-1) (GABA(C) receptor),https://www.uniprot.org/uniprot/P24046,NA,NA,NA,NA
Sc0001042,200541,,out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.61059-pspe_0.1.m1.61050,NA,NA,NA,NA,Q9H0W7,THAP2,THAP domain-containing protein 2,https://www.uniprot.org/uniprot/Q9H0W7
Sc0001042,200579,,out_BLUvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.61059-pspe_0.1.m1.61050,NA,NA,NA,NA,Q9H0W7,THAP2,THAP domain-containing protein 2,https://www.uniprot.org/uniprot/Q9H0W7
Sc0001042,200580,,out_BLUvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.61059-pspe_0.1.m1.61050,NA,NA,NA,NA,Q9H0W7,THAP2,THAP domain-containing protein 2,https://www.uniprot.org/uniprot/Q9H0W7
Sc0001048,188174,fix_ISRvsRED,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.61155,NA,NA,NA,NA,NA,NA,NA,NA
Sc0001051,219392,,out_BLUvISR,ANN=A,missense_variant,MODERATE,pspe_0.1.m1.61232,B8VIU6,,Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5),https://www.uniprot.org/uniprot/B8VIU6,NA,NA,NA,NA
Sc0001051,219405,,out_GRNvISR;out_BLUvISR,ANN=A,missense_variant,MODERATE,pspe_0.1.m1.61232,B8VIU6,,Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5),https://www.uniprot.org/uniprot/B8VIU6,NA,NA,NA,NA
Sc0001051,219422,,out_BLUvISR,ANN=A,missense_variant,MODERATE,pspe_0.1.m1.61232,B8VIU6,,Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5),https://www.uniprot.org/uniprot/B8VIU6,NA,NA,NA,NA
Sc0001057,123950,fix_REDvsBLU;fix_BLUvsGRN,out_BLUvISR;out_BLUvRED;out_BLUvGRN,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.61334-pspe_0.1.m1.61340,NA,NA,NA,NA,Q5AXT5,pif1 AN6895,ATP-dependent DNA helicase PIF1 (EC 3.6.4.12) (DNA repair and recombination helicase PIF1),https://www.uniprot.org/uniprot/Q5AXT5
Sc0001057,250495,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.61342-CHR_END,NA,NA,NA,NA,NA,NA,NA,NA
Sc0001062,198680,,out_BLUvRED;out_REDvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.61448,NA,NA,NA,NA,NA,NA,NA,NA
Sc0001066,220624,,out_BLUvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.61507,P43141,ADRB4C,Beta-4C adrenergic receptor (Beta-4C adrenoreceptor) (Beta-4C adrenoceptor),https://www.uniprot.org/uniprot/P43141,NA,NA,NA,NA
Sc0001075,16118,,out_GRNvISR,ANN=G,downstream_gene_variant,MODIFIER,pspe_0.1.m1.61653,NA,NA,NA,NA,NA,NA,NA,NA
Sc0001083,207689,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,5_prime_UTR_premature_start_codon_gain_variant,LOW,pspe_0.1.m1.61798,Q8R4G6,Mgat5,Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A (EC 2.4.1.155) (Alpha-mannoside beta-1,6-N-acetylglucosaminyltransferase) (GlcNAc-T V) (GNT-V) (Mannoside acetylglucosaminyltransferase 5) (N-acetylglucosaminyl-transferase V) [Cleaved into: Secreted alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A (Secreted beta-1,6-N-acetylglucosaminyltransferase V) (Secreted GNT-V)],https://www.uniprot.org/uniprot/Q8R4G6,NA,NA,NA,NA
Sc0001090,123301,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.61943-pspe_0.1.m1.61936,NA,NA,NA,NA,NA,NA,NA,NA
Sc0001090,123304,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.61943-pspe_0.1.m1.61936,NA,NA,NA,NA,NA,NA,NA,NA
Sc0001092,100426,,out_BLUvRED;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.61984,NA,NA,NA,NA,NA,NA,NA,NA
Sc0001092,253758,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,downstream_gene_variant,MODIFIER,pspe_0.1.m1.61978,Q3KR73,Kansl3 Nsl3,KAT8 regulatory NSL complex subunit 3 (NSL complex protein NSL3) (Non-specific lethal 3 homolog),https://www.uniprot.org/uniprot/Q3KR73,NA,NA,NA,NA
Sc0001094,202061,,out_BLUvISR;out_REDvISR,ANN=T,synonymous_variant,LOW,pspe_0.1.m1.62011,Q5RAX0,PAF1,RNA polymerase II-associated factor 1 homolog,https://www.uniprot.org/uniprot/Q5RAX0,NA,NA,NA,NA
Sc0001094,202133,,out_BLUvISR;out_REDvISR,ANN=T,synonymous_variant,LOW,pspe_0.1.m1.62011,Q5RAX0,PAF1,RNA polymerase II-associated factor 1 homolog,https://www.uniprot.org/uniprot/Q5RAX0,NA,NA,NA,NA
Sc0001099,225348,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,5_prime_UTR_variant,MODIFIER,pspe_0.1.m1.62106,O43683,BUB1 BUB1L,Mitotic checkpoint serine/threonine-protein kinase BUB1 (hBUB1) (EC 2.7.11.1) (BUB1A),https://www.uniprot.org/uniprot/O43683,NA,NA,NA,NA
Sc0001099,225351,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,5_prime_UTR_variant,MODIFIER,pspe_0.1.m1.62106,O43683,BUB1 BUB1L,Mitotic checkpoint serine/threonine-protein kinase BUB1 (hBUB1) (EC 2.7.11.1) (BUB1A),https://www.uniprot.org/uniprot/O43683,NA,NA,NA,NA
Sc0001099,225391,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,5_prime_UTR_variant,MODIFIER,pspe_0.1.m1.62106,O43683,BUB1 BUB1L,Mitotic checkpoint serine/threonine-protein kinase BUB1 (hBUB1) (EC 2.7.11.1) (BUB1A),https://www.uniprot.org/uniprot/O43683,NA,NA,NA,NA
Sc0001099,225414,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.62106,O43683,BUB1 BUB1L,Mitotic checkpoint serine/threonine-protein kinase BUB1 (hBUB1) (EC 2.7.11.1) (BUB1A),https://www.uniprot.org/uniprot/O43683,NA,NA,NA,NA
Sc0001099,225416,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.62106,O43683,BUB1 BUB1L,Mitotic checkpoint serine/threonine-protein kinase BUB1 (hBUB1) (EC 2.7.11.1) (BUB1A),https://www.uniprot.org/uniprot/O43683,NA,NA,NA,NA
Sc0001114,151943,,out_BLUvISR,ANN=A,missense_variant,MODERATE,pspe_0.1.m1.62349,Q5EA11,TTC4,Tetratricopeptide repeat protein 4 (TPR repeat protein 4),https://www.uniprot.org/uniprot/Q5EA11,NA,NA,NA,NA
Sc0001114,65372,,out_GRNvISR;out_REDvISR,ANN=C,5_prime_UTR_variant,MODIFIER,pspe_0.1.m1.62344,Q7Z6Z7,HUWE1 KIAA0312 KIAA1578 UREB1 HSPC272,E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (ARF-binding protein 1) (ARF-BP1) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Homologous to E6AP carboxyl terminus homologous protein 9) (HectH9) (Large structure of UREB1) (LASU1) (Mcl-1 ubiquitin ligase E3) (Mule) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1),https://www.uniprot.org/uniprot/Q7Z6Z7,NA,NA,NA,NA
Sc0001118,141056,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.62420,P41541,USO1 VDP,General vesicular transport factor p115 (Protein USO1 homolog) (Transcytosis-associated protein) (TAP) (Vesicle-docking protein),https://www.uniprot.org/uniprot/P41541,NA,NA,NA,NA
Sc0001118,190826,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,upstream_gene_variant,MODIFIER,pspe_0.1.m1.62414,Q561R0,Mzb1 Pacap,Marginal zone B- and B1-cell-specific protein (Plasma cell-induced resident endoplasmic reticulum protein) (Plasma cell-induced resident ER protein) (pERp1) (Proapoptotic caspase adapter protein),https://www.uniprot.org/uniprot/Q561R0,NA,NA,NA,NA
Sc0001118,190827,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,upstream_gene_variant,MODIFIER,pspe_0.1.m1.62414,Q561R0,Mzb1 Pacap,Marginal zone B- and B1-cell-specific protein (Plasma cell-induced resident endoplasmic reticulum protein) (Plasma cell-induced resident ER protein) (pERp1) (Proapoptotic caspase adapter protein),https://www.uniprot.org/uniprot/Q561R0,NA,NA,NA,NA
Sc0001118,215218,,out_BLUvISR,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.62418,Q8K4F2,Alox15b,Polyunsaturated fatty acid lipoxygenase ALOX15B (15-lipoxygenase 2) (15-LOX-2) (Arachidonate 15-lipoxygenase B) (15-LOX-B) (EC 1.13.11.33) (Arachidonate 15-lipoxygenase type II) (Linoleate 13-lipoxygenase 15-LOb) (EC 1.13.11.-),https://www.uniprot.org/uniprot/Q8K4F2,NA,NA,NA,NA
Sc0001118,215219,,out_BLUvISR;out_REDvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.62418,Q8K4F2,Alox15b,Polyunsaturated fatty acid lipoxygenase ALOX15B (15-lipoxygenase 2) (15-LOX-2) (Arachidonate 15-lipoxygenase B) (15-LOX-B) (EC 1.13.11.33) (Arachidonate 15-lipoxygenase type II) (Linoleate 13-lipoxygenase 15-LOb) (EC 1.13.11.-),https://www.uniprot.org/uniprot/Q8K4F2,NA,NA,NA,NA
Sc0001118,215223,,out_BLUvISR;out_REDvISR,ANN=G,upstream_gene_variant,MODIFIER,pspe_0.1.m1.62418,Q8K4F2,Alox15b,Polyunsaturated fatty acid lipoxygenase ALOX15B (15-lipoxygenase 2) (15-LOX-2) (Arachidonate 15-lipoxygenase B) (15-LOX-B) (EC 1.13.11.33) (Arachidonate 15-lipoxygenase type II) (Linoleate 13-lipoxygenase 15-LOb) (EC 1.13.11.-),https://www.uniprot.org/uniprot/Q8K4F2,NA,NA,NA,NA
Sc0001118,215289,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,upstream_gene_variant,MODIFIER,pspe_0.1.m1.62418,Q8K4F2,Alox15b,Polyunsaturated fatty acid lipoxygenase ALOX15B (15-lipoxygenase 2) (15-LOX-2) (Arachidonate 15-lipoxygenase B) (15-LOX-B) (EC 1.13.11.33) (Arachidonate 15-lipoxygenase type II) (Linoleate 13-lipoxygenase 15-LOb) (EC 1.13.11.-),https://www.uniprot.org/uniprot/Q8K4F2,NA,NA,NA,NA
Sc0001119,101140,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.62432,NA,NA,NA,NA,NA,NA,NA,NA
Sc0001119,182328,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.62433,Q01844,EWSR1 EWS,RNA-binding protein EWS (EWS oncogene) (Ewing sarcoma breakpoint region 1 protein),https://www.uniprot.org/uniprot/Q01844,NA,NA,NA,NA
Sc0001119,183888,,out_BLUvISR;out_REDvISR,ANN=T,missense_variant,MODERATE,pspe_0.1.m1.62433,Q01844,EWSR1 EWS,RNA-binding protein EWS (EWS oncogene) (Ewing sarcoma breakpoint region 1 protein),https://www.uniprot.org/uniprot/Q01844,NA,NA,NA,NA
Sc0001119,63076,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.62425,Q5QNQ6,Osbp2,Oxysterol-binding protein 2,https://www.uniprot.org/uniprot/Q5QNQ6,NA,NA,NA,NA
Sc0001131,134851,,out_BLUvISR,ANN=G,downstream_gene_variant,MODIFIER,pspe_0.1.m1.62640,Q86UA1,PRPF39,Pre-mRNA-processing factor 39 (PRP39 homolog),https://www.uniprot.org/uniprot/Q86UA1,NA,NA,NA,NA
Sc0001131,218604,,out_GRNvISR;out_BLUvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.62642-CHR_END,Q5UBV8,Tnfsf15 Tl1 Vegi,Tumor necrosis factor ligand superfamily member 15 (TNF ligand-related molecule 1) (Vascular endothelial cell growth inhibitor),https://www.uniprot.org/uniprot/Q5UBV8,NA,NA,NA,NA
Sc0001131,72287,,out_BLUvISR,ANN=C,downstream_gene_variant,MODIFIER,pspe_0.1.m1.62634,NA,NA,NA,NA,NA,NA,NA,NA
Sc0001132,46730,,out_GRNvISR;out_REDvISR,ANN=G,synonymous_variant,LOW,pspe_0.1.m1.62652,Q96DN6,MBD6 KIAA1887,Methyl-CpG-binding domain protein 6 (Methyl-CpG-binding protein MBD6),https://www.uniprot.org/uniprot/Q96DN6,NA,NA,NA,NA
Sc0001134,129918,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.62695,P74334,sll1541,Apocarotenoid-15,15'-oxygenase (ACO) (8'-apo-beta-carotenal 15,15'-oxygenase) (EC 1.13.11.75) (Diox1),https://www.uniprot.org/uniprot/P74334,NA,NA,NA,NA
Sc0001134,149042,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,downstream_gene_variant,MODIFIER,pspe_0.1.m1.62697,Q11BC8,infB Meso_3930,Translation initiation factor IF-2,https://www.uniprot.org/uniprot/Q11BC8,NA,NA,NA,NA
Sc0001135,217817,,out_BLUvISR,ANN=A,downstream_gene_variant,MODIFIER,pspe_0.1.m1.62709,Q95116,THBS2 TSP-2 TSP2,Thrombospondin-2 (Corticotropin-induced secreted protein) (CISP),https://www.uniprot.org/uniprot/Q95116,NA,NA,NA,NA
Sc0001140,59771,,out_BLUvISR;out_REDvISR,ANN=T,upstream_gene_variant,MODIFIER,pspe_0.1.m1.62800,NA,NA,NA,NA,NA,NA,NA,NA
Sc0001140,59773,,out_BLUvRED;out_REDvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.62800,NA,NA,NA,NA,NA,NA,NA,NA
Sc0001140,59799,,out_BLUvRED;out_REDvISR,ANN=C,upstream_gene_variant,MODIFIER,pspe_0.1.m1.62800,NA,NA,NA,NA,NA,NA,NA,NA
Sc0001140,67137,,out_GRNvISR;out_BLUvISR,ANN=G,intergenic_region,MODIFIER,pspe_0.1.m1.62800-pspe_0.1.m1.62806,NA,NA,NA,NA,Q6MHJ5,pif1 Bd3546,ATP-dependent DNA helicase pif1 (EC 3.6.4.12),https://www.uniprot.org/uniprot/Q6MHJ5
Sc0001140,67200,,out_GRNvISR;out_BLUvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.62800-pspe_0.1.m1.62806,NA,NA,NA,NA,Q6MHJ5,pif1 Bd3546,ATP-dependent DNA helicase pif1 (EC 3.6.4.12),https://www.uniprot.org/uniprot/Q6MHJ5
Sc0001140,67263,,out_GRNvISR;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.62800-pspe_0.1.m1.62806,NA,NA,NA,NA,Q6MHJ5,pif1 Bd3546,ATP-dependent DNA helicase pif1 (EC 3.6.4.12),https://www.uniprot.org/uniprot/Q6MHJ5
Sc0001142,96979,fix_ISRvsRED,out_BLUvRED;out_REDvISR,ANN=T,intergenic_region,MODIFIER,pspe_0.1.m1.62848-pspe_0.1.m1.62851,P20650,Ppm1a Pp2c1 Pppm1a,Protein phosphatase 1A (EC 3.1.3.16) (Protein phosphatase 2C isoform alpha) (PP2C-alpha) (Protein phosphatase IA),https://www.uniprot.org/uniprot/P20650,NA,NA,NA,NA
Sc0001147,131241,,out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.62921,Q9BW71,HIRIP3,HIRA-interacting protein 3,https://www.uniprot.org/uniprot/Q9BW71,NA,NA,NA,NA
Sc0001147,131263,,out_BLUvRED;out_REDvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.62921,Q9BW71,HIRIP3,HIRA-interacting protein 3,https://www.uniprot.org/uniprot/Q9BW71,NA,NA,NA,NA
Sc0001147,131293,fix_ISRvsRED,out_GRNvRED;out_REDvISR,ANN=C,intron_variant,MODIFIER,pspe_0.1.m1.62921,Q9BW71,HIRIP3,HIRA-interacting protein 3,https://www.uniprot.org/uniprot/Q9BW71,NA,NA,NA,NA
Sc0001147,131342,fix_ISRvsRED,out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.62921,Q9BW71,HIRIP3,HIRA-interacting protein 3,https://www.uniprot.org/uniprot/Q9BW71,NA,NA,NA,NA
Sc0001147,164082,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.62925-pspe_0.1.m1.62929,A0JM13,c2cd3,C2 domain-containing protein 3,https://www.uniprot.org/uniprot/A0JM13,NA,NA,NA,NA
Sc0001155,101800,,out_GRNvISR,ANN=G,3_prime_UTR_variant,MODIFIER,pspe_0.1.m1.63026,Q0EEE2,Ptchd3,Patched domain-containing protein 3 (RND-type protein RNDEu-3),https://www.uniprot.org/uniprot/Q0EEE2,NA,NA,NA,NA
Sc0001155,101824,,out_GRNvISR,ANN=G,3_prime_UTR_variant,MODIFIER,pspe_0.1.m1.63026,Q0EEE2,Ptchd3,Patched domain-containing protein 3 (RND-type protein RNDEu-3),https://www.uniprot.org/uniprot/Q0EEE2,NA,NA,NA,NA
Sc0001155,101852,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=C,3_prime_UTR_variant,MODIFIER,pspe_0.1.m1.63026,Q0EEE2,Ptchd3,Patched domain-containing protein 3 (RND-type protein RNDEu-3),https://www.uniprot.org/uniprot/Q0EEE2,NA,NA,NA,NA
Sc0001155,88708,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,3_prime_UTR_variant,MODIFIER,pspe_0.1.m1.63026,Q0EEE2,Ptchd3,Patched domain-containing protein 3 (RND-type protein RNDEu-3),https://www.uniprot.org/uniprot/Q0EEE2,NA,NA,NA,NA
Sc0001155,88740,,out_GRNvISR,ANN=A,3_prime_UTR_variant,MODIFIER,pspe_0.1.m1.63026,Q0EEE2,Ptchd3,Patched domain-containing protein 3 (RND-type protein RNDEu-3),https://www.uniprot.org/uniprot/Q0EEE2,NA,NA,NA,NA
Sc0001157,207015,,out_GRNvISR,ANN=C,intergenic_region,MODIFIER,pspe_0.1.m1.63060-pspe_0.1.m1.63059,Q5UQ50,MIMI_L668,Collagen-like protein 6,https://www.uniprot.org/uniprot/Q5UQ50,NA,NA,NA,NA
Sc0001157,83574,,out_BLUvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.63053-pspe_0.1.m1.63066,NA,NA,NA,NA,NA,NA,NA,NA
Sc0001157,83604,,out_BLUvISR;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.63053-pspe_0.1.m1.63066,NA,NA,NA,NA,NA,NA,NA,NA
Sc0001158,87043,,out_BLUvRED;out_REDvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.63079,Q64676,Ugt8 Cgt Ugt4 Ugt8a,2-hydroxyacylsphingosine 1-beta-galactosyltransferase (EC 2.4.1.47) (Ceramide UDP-galactosyltransferase) (Cerebroside synthase) (UDP-galactose-ceramide galactosyltransferase),https://www.uniprot.org/uniprot/Q64676,NA,NA,NA,NA
Sc0001158,87096,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intron_variant,MODIFIER,pspe_0.1.m1.63079,Q64676,Ugt8 Cgt Ugt4 Ugt8a,2-hydroxyacylsphingosine 1-beta-galactosyltransferase (EC 2.4.1.47) (Ceramide UDP-galactosyltransferase) (Cerebroside synthase) (UDP-galactose-ceramide galactosyltransferase),https://www.uniprot.org/uniprot/Q64676,NA,NA,NA,NA
Sc0001161,231783,,out_BLUvISR,ANN=C,5_prime_UTR_variant,MODIFIER,pspe_0.1.m1.63123,NA,NA,NA,NA,NA,NA,NA,NA
Sc0001161,231831,,out_GRNvISR;out_BLUvRED;out_BLUvGRN;out_REDvISR,ANN=A,5_prime_UTR_variant,MODIFIER,pspe_0.1.m1.63123,NA,NA,NA,NA,NA,NA,NA,NA
Sc0001163,82390,,out_BLUvISR,ANN=A,upstream_gene_variant,MODIFIER,pspe_0.1.m1.63147,Q9YHV3,nog3,Noggin-3,https://www.uniprot.org/uniprot/Q9YHV3,NA,NA,NA,NA
Sc0001166,190696,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=G,intron_variant,MODIFIER,pspe_0.1.m1.63204,Q566C7,Nudt3 Dipp Dipp1,Diphosphoinositol polyphosphate phosphohydrolase 1 (DIPP-1) (EC 3.6.1.52) (Diadenosine 5',5'''-P1,P6-hexaphosphate hydrolase 1) (EC 3.6.1.-) (Nucleoside diphosphate-linked moiety X motif 3) (Nudix motif 3),https://www.uniprot.org/uniprot/Q566C7,NA,NA,NA,NA
Sc0001166,190705,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=T,intron_variant,MODIFIER,pspe_0.1.m1.63204,Q566C7,Nudt3 Dipp Dipp1,Diphosphoinositol polyphosphate phosphohydrolase 1 (DIPP-1) (EC 3.6.1.52) (Diadenosine 5',5'''-P1,P6-hexaphosphate hydrolase 1) (EC 3.6.1.-) (Nucleoside diphosphate-linked moiety X motif 3) (Nudix motif 3),https://www.uniprot.org/uniprot/Q566C7,NA,NA,NA,NA
Sc0001166,72275,,out_GRNvISR;out_BLUvISR;out_REDvISR,ANN=A,intergenic_region,MODIFIER,pspe_0.1.m1.63197-pspe_0.1.m1.63198,Q76KP1,B4GALNT4,N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1 (NGalNAc-T1) (EC 2.4.1.244) (Beta-1,4-N-acetylgalactosaminyltransferase IV) (Beta4GalNAc-T4) (Beta4GalNAcT4),https://www.uniprot.org/uniprot/Q76KP1,Q7ZY56,heatr6,HEAT repeat-containing protein 6,https://www.uniprot.org/uniprot/Q7ZY56
